category,kernels,venue,year,title,authors,platform,approach,confidence,cited_by,doi,dblp_url,oa_url,one_liner,artifact_status,artifact_url,artifact_stars,artifact_license,artifact_last_push
Dense linear algebra,direct convolution; Winograd convolution,PPoPP,2021,I/O lower bounds for auto-tuning of convolutions in CNNs,Xiaoyang Zhang; Junmin Xiao; Guangming Tan,nvidia-gpu,autotuning,high,11,10.1145/3437801.3441609,https://dblp.org/rec/conf/ppopp/ZhangXT21,https://dl.acm.org/doi/pdf/10.1145/3437801.3441609,"I/O lower bounds drive near-optimal auto-tuned dataflows for CNN convolution, 3.32x over cuDNN",none,,0,,
ML kernels (HPC-crossing),self-attention,SC,2021,E.T.: re-thinking self-attention for transformer models on GPUs,Shiyang Chen 0004; Shaoyi Huang; Santosh Pandey 0001; Bingbing Li; Guang R. Gao; Long Zheng 0001 et al.,nvidia-gpu,manual,high,13,10.1145/3458817.3476138,https://dblp.org/rec/conf/sc/ChenHPLG0D021,,"E.T.: re-engineered self-attention GPU operators plus pruning, beats TensorRT/FasterTransformer",verified,https://github.com/cctry/E.T.,7,,2021-12-15
ML kernels (HPC-crossing),GRU; attention; mixed-precision GEMM,TPDS,2021,Efficient Methods for Mapping Neural Machine Translator on FPGAs,Qin Li; Xiaofan Zhang 0001; Jinjun Xiong; Wen-Mei Hwu; Deming Chen,fpga,manual,high,22,10.1109/TPDS.2020.3047371,https://dblp.org/rec/journals/tpds/LiZXHC21,https://ieeexplore.ieee.org/ielx7/71/9357351/09309170.pdf,"HLS mixed-precision FPGA implementation of full NMT (BiGRU+attention+beam search), 13.1x speedup",none,,0,,
Dense linear algebra,GRU; attention; mixed-precision GEMM,TPDS,2021,Efficient Methods for Mapping Neural Machine Translator on FPGAs,Qin Li; Xiaofan Zhang 0001; Jinjun Xiong; Wen-Mei Hwu; Deming Chen,fpga,manual,high,22,10.1109/TPDS.2020.3047371,https://dblp.org/rec/journals/tpds/LiZXHC21,https://ieeexplore.ieee.org/ielx7/71/9357351/09309170.pdf,"HLS mixed-precision FPGA implementation of full NMT (BiGRU+attention+beam search), 13.1x speedup",none,,0,,
ML kernels (HPC-crossing),XOR+popcount tensor op,TPDS,2021,Retargeting Tensor Accelerators for Epistasis Detection,Ricardo Nobre; Aleksandar Ilic; Sergio Santander-Jiménez; Leonel Sousa,nvidia-gpu,manual,high,15,10.1109/TPDS.2021.3060322,https://dblp.org/rec/journals/tpds/NobreISS21,https://ieeexplore.ieee.org/ielx7/71/9380848/09357942.pdf,Repurposes tensor-core XOR+popcount ops to accelerate 2-/3-way SNP epistasis search.,none,,0,,
Parallel primitives,XOR+popcount tensor op,TPDS,2021,Retargeting Tensor Accelerators for Epistasis Detection,Ricardo Nobre; Aleksandar Ilic; Sergio Santander-Jiménez; Leonel Sousa,nvidia-gpu,manual,high,15,10.1109/TPDS.2021.3060322,https://dblp.org/rec/journals/tpds/NobreISS21,https://ieeexplore.ieee.org/ielx7/71/9380848/09357942.pdf,Repurposes tensor-core XOR+popcount ops to accelerate 2-/3-way SNP epistasis search.,none,,0,,
ML kernels (HPC-crossing),quantized GEMM; bit-serial convolution,CGO,2020,Automatic generation of high-performance quantized machine learning kernels,Meghan Cowan; Thierry Moreau; Tianqi Chen 0001; James Bornholt; Luis Ceze,arm-cpu; cpu,codegen,high,43,10.1145/3368826.3377912,https://dblp.org/rec/conf/cgo/CowanMCBC20,https://dl.acm.org/doi/pdf/10.1145/3368826.3377912,Automatic generation/tuning of ultra-low-precision quantized ML inference kernels,verified,https://github.com/cowanmeg/cgo-artifact-2020,0,,
Dense linear algebra,quantized GEMM; bit-serial convolution,CGO,2020,Automatic generation of high-performance quantized machine learning kernels,Meghan Cowan; Thierry Moreau; Tianqi Chen 0001; James Bornholt; Luis Ceze,arm-cpu; cpu,codegen,high,43,10.1145/3368826.3377912,https://dblp.org/rec/conf/cgo/CowanMCBC20,https://dl.acm.org/doi/pdf/10.1145/3368826.3377912,Automatic generation/tuning of ultra-low-precision quantized ML inference kernels,verified,https://github.com/cowanmeg/cgo-artifact-2020,0,,
ML kernels (HPC-crossing),convolution; DNN operators,DAC,2020,A History-Based Auto-Tuning Framework for Fast and High-Performance DNN Design on GPU,Jiandong Mu; Mengdi Wang 0001; Lanbo Li; Jun Yang 0052; Wei Lin 0016; Wei Zhang 0012,nvidia-gpu,autotuning,high,15,10.1109/DAC18072.2020.9218700,https://dblp.org/rec/conf/dac/MuWLYLZ20,,History-based autotuner for GPU DNN operator kernels beating TVM/cuDNN with up to 9x less search time,none,,0,,
ML kernels (HPC-crossing),convolution,DAC,2020,FCNNLib: An Efficient and Flexible Convolution Algorithm Library on FPGAs,Qingcheng Xiao; Liqiang Lu; Jiaming Xie; Yun Liang 0001,fpga,library,medium,12,10.1109/DAC18072.2020.9218748,https://dblp.org/rec/conf/dac/XiaoLX020,,FPGA convolution algorithm library with spatial/temporal scheduling; 1.75x energy efficiency vs cuDNN,none,,0,,
ML kernels (HPC-crossing),block-sparse MVM (RNN/GRU inference),DAC,2020,RTMobile: Beyond Real-Time Mobile Acceleration of RNNs for Speech Recognition,Peiyan Dong; Siyue Wang; Wei Niu 0002; Chengming Zhang 0006; Sheng Lin 0001; Zhengang Li 0001 et al.,other,codegen,medium,53,10.1109/DAC18072.2020.9218499,https://dblp.org/rec/conf/dac/DongWNZLLGRLT20,,"Block-based pruning + compiler-generated sparse RNN kernels; real-time GRU inference on mobile GPU, 40x vs FPGA",none,,0,,
Sparse linear algebra,block-sparse MVM (RNN/GRU inference),DAC,2020,RTMobile: Beyond Real-Time Mobile Acceleration of RNNs for Speech Recognition,Peiyan Dong; Siyue Wang; Wei Niu 0002; Chengming Zhang 0006; Sheng Lin 0001; Zhengang Li 0001 et al.,other,codegen,medium,53,10.1109/DAC18072.2020.9218499,https://dblp.org/rec/conf/dac/DongWNZLLGRLT20,,"Block-based pruning + compiler-generated sparse RNN kernels; real-time GRU inference on mobile GPU, 40x vs FPGA",none,,0,,
ML kernels (HPC-crossing),RNN forward/backward,ICS,2020,Wavefront parallelization of recurrent neural networks on multi-core architectures,Robin Kumar Sharma; Marc Casas,cpu,manual,low,1,10.1145/3392717.3392762,https://dblp.org/rec/conf/ics/SharmaC20,http://hdl.handle.net/2117/192508,Wavefront parallelization of RNN inference/training kernels on multi-core CPUs for model parallelism,none,,0,,
ML kernels (HPC-crossing),spiking neural network simulation,TPDS,2020,High Performance Simulation of Spiking Neural Network on GPGPUs,Peng Qu 0001; Youhui Zhang; Xiang Fei; Weimin Zheng,nvidia-gpu,codegen,medium,27,10.1109/TPDS.2020.2994123,https://dblp.org/rec/journals/tpds/QuZFZ20,,"BSim: code-gen framework for sparsity-aware spiking neural network simulation on GPGPU, beats GeNN.",verified,https://github.com/CRAFT-THU/BSim,17,MIT,2022-05-19
ML kernels (HPC-crossing),k-means clustering,TPDS,2020,Large-Scale Automatic K-Means Clustering for Heterogeneous Many-Core Supercomputer,Teng Yu; Wenlai Zhao; Pan Liu 0002; Vladimir Janjic; Xiaohan Yan; Shicai Wang et al.,other; distributed,manual,high,13,10.1109/TPDS.2019.2955467,https://dblp.org/rec/journals/tpds/YuZLJYWFYT20,https://discovery.dundee.ac.uk/en/publications/30a5b9a2-3b72-4d98-9953-1c8913e5b5e3,Multilevel-parallel automatic K-means clustering for the Sunway TaihuLight many-core supercomputer.,none,,0,,
N-body / MD,neighbor list; MD force,ICS,2026,OCTANE: Breaking the Neighbor-List Bottleneck in GPU Molecular Dynamics,Hanieh Toutouni; Suman Chakraborty; Yicheng Tu; Jiajun Huang 0001,nvidia-gpu,manual,low,0,10.1145/3797905.3807878,https://dblp.org/rec/conf/ics/ToutouniCTH26,https://doi.org/10.1145/3797905.3807878,Breaking the neighbor-list bottleneck in GPU molecular dynamics,none,,0,,
N-body / MD,collision detection; fixed-radius neighbor search,ICS,2026,Rethinking Collision Detection on GPU Ray Tracing Architecture,Durga Keerthi Mandarapu; Isaac Fuksman; Artem Pelenitsyn; Gilbert Bernstein; Milind Kulkarni 0001,nvidia-gpu,algorithmic,high,0,10.1145/3797905.3807836,https://dblp.org/rec/conf/ics/MandarapuFPBK26,https://doi.org/10.1145/3797905.3807836,GPU ray-tracing-core discrete collision detection for varying-radius particles,verified,https://github.com/MDurgaKeerthi/Mochi-DCD-on-RT,1,Apache-2.0,2026-05-26
Parallel primitives,collision detection; fixed-radius neighbor search,ICS,2026,Rethinking Collision Detection on GPU Ray Tracing Architecture,Durga Keerthi Mandarapu; Isaac Fuksman; Artem Pelenitsyn; Gilbert Bernstein; Milind Kulkarni 0001,nvidia-gpu,algorithmic,high,0,10.1145/3797905.3807836,https://dblp.org/rec/conf/ics/MandarapuFPBK26,https://doi.org/10.1145/3797905.3807836,GPU ray-tracing-core discrete collision detection for varying-radius particles,verified,https://github.com/MDurgaKeerthi/Mochi-DCD-on-RT,1,Apache-2.0,2026-05-26
N-body / MD,neighbor list construction,IPDPS,2026,GPU-Native Compressed Neighbor Lists with a Space-Filling-Curve Data Layout,Felix Thaler; Sebastian Keller,nvidia-gpu; amd-gpu,manual,high,0,10.1109/IPDPS65963.2026.00042,https://dblp.org/rec/conf/ipps/ThalerK26,,"GPU-native SFC-compressed neighbor list for particle interactions, <4B/particle, matches GROMACS performance.",none,,0,,
N-body / MD,MD force computation (cutoff),PPoPP,2026,HierCut: Enabling 16-bit Format Mixed Precision for Molecular Dynamics through Hierarchical Cutoff,Zeyu Song; Lin Gan 0001; Xiaohui Duan; Zhengrui Li; Jiayu Fu; Yinuo Wang et al.,nvidia-gpu,algorithmic,high,0,10.1145/3774934.3786433,https://dblp.org/rec/conf/ppopp/SongGDLFWLY26,,HierCut: hierarchical cutoff enabling 16-bit mixed-precision molecular dynamics force kernels,none,,0,,
N-body / MD,Lennard-Jones force; Tersoff potential; neighbor list,TPDS,2026,Accelerating Molecular Dynamics Simulations on ARM Multi-Core Processors,Ran Chen; Huihai An; Zhihua Sa; Ping Gao 0005; Xiaohui Duan; Bertil Schmidt et al.,arm-cpu; distributed,manual,high,0,10.1109/TPDS.2026.3660861,https://dblp.org/rec/journals/tpds/ChenASGDSYCGYL26,,"LAMMPS MD force kernels (L-J, Tersoff) optimized for ARM Kunpeng: 4.55x/7.04x over Intel, billion-atom scale",none,,0,,
N-body / MD,FMM far-field; rotation operator,IPDPS,2025,A New Spin on the Fast Multipole Method for GPUS: Rethinking the Far-Field Operators,Arijus Lengvenis; Holger Dachsel; Laura Morgenstern; Ivo Kabadshow,nvidia-gpu,manual,high,0,10.1109/IPDPS64566.2025.00075,https://dblp.org/rec/conf/ipps/LengvenisDMK25,,"Fast-rotation far-field FMM operators with warp-centric octree GPU layout, 2.47x speedup.",none,,0,,
N-body / MD,Barnes-Hut N-body,PPoPP,2025,RT-BarnesHut: Accelerating Barnes-Hut Using Ray-Tracing Hardware,Vani Nagarajan; Rohan Gangaraju; Kirshanthan Sundararajah; Artem Pelenitsyn; Milind Kulkarni 0001,nvidia-gpu,algorithmic,high,2,10.1145/3710848.3710885,https://dblp.org/rec/conf/ppopp/NagarajanGSP025,https://dl.acm.org/doi/pdf/10.1145/3710848.3710885,Reformulates Barnes-Hut N-body tree traversal as a ray-tracing problem on RT cores,none,,0,,
N-body / MD,MLIP force/energy kernel,SC,2025,TENSORMD: Accelerating Molecular Dynamics with a High-Performance Machine Learning Interatomic Potential,Yucheng Ouyang; Xin Chen 0023; Ying Liu 0055; Xin Chen 0023; Honghui Shang; Zhenchuan Chen et al.,nvidia-gpu; distributed,manual,high,1,10.1145/3712285.3759844,https://dblp.org/rec/conf/sc/OuyangC00SCL0WL25,https://doi.org/10.1145/3712285.3759844,Custom ML-interatomic-potential compute kernels outperform framework-based MLIP by 1.88x on A100,none,,0,,
ML kernels (HPC-crossing),MLIP force/energy kernel,SC,2025,TENSORMD: Accelerating Molecular Dynamics with a High-Performance Machine Learning Interatomic Potential,Yucheng Ouyang; Xin Chen 0023; Ying Liu 0055; Xin Chen 0023; Honghui Shang; Zhenchuan Chen et al.,nvidia-gpu; distributed,manual,high,1,10.1145/3712285.3759844,https://dblp.org/rec/conf/sc/OuyangC00SCL0WL25,https://doi.org/10.1145/3712285.3759844,Custom ML-interatomic-potential compute kernels outperform framework-based MLIP by 1.88x on A100,none,,0,,
N-body / MD,EAM MD force computation,SC,2024,Breaking the Molecular Dynamics Timescale Barrier Using a Wafer-Scale System,Kylee Santos; Stan G. Moore; Tomas Oppelstrup; Amirali Sharifian; Ilya Sharapov; Aidan P. Thompson et al.,other,manual,high,14,10.1109/SC41406.2024.00014,https://dblp.org/rec/conf/sc/SantosMOSSTKPSP24,,"One-atom-per-core EAM MD dataflow algorithm on Cerebras WSE, 457x more timesteps/s than Frontier",none,,0,,
N-body / MD,MD force kernel (sve-gemm),SC,2024,Scaling Molecular Dynamics with ab initio Accuracy to 149 Nanoseconds per Day,Jianxiong Li; Boyang Li; Zhuoqiang Guo; Mingzhen Li 0001; Enji Li; Lijun Liu et al.,arm-cpu; distributed,manual,high,4,10.1109/SC41406.2024.00036,https://dblp.org/rec/conf/sc/LiLGLLLYWTJ24,,"DeePMD-kit force kernels optimized with sve-gemm/mixed precision, 31.7x to 149ns/day on Fugaku",none,,0,,
Dense linear algebra,MD force kernel (sve-gemm),SC,2024,Scaling Molecular Dynamics with ab initio Accuracy to 149 Nanoseconds per Day,Jianxiong Li; Boyang Li; Zhuoqiang Guo; Mingzhen Li 0001; Enji Li; Lijun Liu et al.,arm-cpu; distributed,manual,high,4,10.1109/SC41406.2024.00036,https://dblp.org/rec/conf/sc/LiLGLLLYWTJ24,,"DeePMD-kit force kernels optimized with sve-gemm/mixed precision, 31.7x to 149ns/day on Fugaku",none,,0,,
N-body / MD,long-range electrostatics (Ewald/PME),TPDS,2024,Long-Range MD Electrostatics Force Computation on FPGAs,Sahan Bandara; Anthony Ducimo; Chunshu Wu; Martin C. Herbordt,fpga,manual,high,2,10.1109/tpds.2024.3434347,https://dblp.org/rec/journals/tpds/BandaraDWH24,,FPGA architecture for MD long-range electrostatic force computation with unified interleaved memory,none,,0,,
N-body / MD,MD neighbor list / inter-layer potential force kernel,SC,2023,Enabling Real World Scale Structural Superlubricity All-Atom Simulation on the Next-Generation Sunway Supercomputer,Xiaohui Duan; Jin Wang; Ping Gao 0005; Ming Ma 0012; Lin Gan 0001; Xin Liu 0081 et al.,other; distributed,manual,high,3,10.1145/3581784.3613210,https://dblp.org/rec/conf/sc/DuanWGMGLFXCYL23,,Redesigned neighbor list + vectorized inter-layer potential kernel for structural superlubricity MD at 38M-core scale,none,,0,,
N-body / MD,range-limited non-bonded MD force calculation,SC,2023,"FASDA: An FPGA-Aided, Scalable and Distributed Accelerator for Range-Limited Molecular Dynamics",Chunshu Wu; Tong Geng; Anqi Guo; Sahan Bandara; Pouya Haghi; Chuan Liu 0001 et al.,fpga; distributed,manual,high,11,10.1145/3581784.3607100,https://dblp.org/rec/conf/sc/WuGGBHLLH23,,FASDA: scalable distributed FPGA accelerator for range-limited molecular dynamics force calculation,none,,0,,
N-body / MD,MD bonded-force computation,TPDS,2023,Bio-ESMD: A Data Centric Implementation for Large-Scale Biological System Simulation on Sunway TaihuLight Supercomputer,Xiaohui Duan; Qi Shao; Junben Weng; Bertil Schmidt; Lin Gan 0001; Guohui Li et al.,cpu; distributed,manual,high,6,10.1109/TPDS.2022.3220559,https://dblp.org/rec/journals/tpds/DuanSWSGLFXLY23,,"Bio-ESMD: data-centric cell-list MD kernel for listed bonds on Sunway, 2x over SW_GROMACS.",none,,0,,
N-body / MD,AIREBO bond-order force computation; MD neighbor-list build,TPDS,2023,Redesign and Accelerate the AIREBO Bond-Order Potential on the New Sunway Supercomputer,Ping Gao 0005; Xiaohui Duan; Bertil Schmidt; Wubing Wan; Jiaxu Guo; Wusheng Zhang et al.,other,manual,high,9,10.1109/TPDS.2023.3321927,https://dblp.org/rec/journals/tpds/GaoDSWGZGFXLY23,,"Redesigns AIREBO bond-order MD potential kernels for Sunway many-core, ~20x speedup on a single CG",none,,0,,
N-body / MD,FMM; Helmholtz potential evaluation,TPDS,2022,High Performance Evaluation of Helmholtz Potentials Using the Multi-Level Fast Multipole Algorithm,Michael P. Lingg; Stephen M. Hughey; Balasubramaniam Shanker; Hasan Metin Aktulga,cpu; distributed,algorithmic,high,3,10.1109/TPDS.2022.3165649,https://dblp.org/rec/journals/tpds/LinggHSA22,,Scalable parallel multi-level fast multipole algorithm for Helmholtz (oscillatory) potentials,none,,0,,
N-body / MD,neighbor list build; bond order computation; valence/torsion angle computation; non-bonded interactions,TPDS,2022,"Optimization of Reactive Force Field Simulation: Refactor, Parallelization, and Vectorization for Interactions",Ping Gao 0005; Xiaohui Duan; Bertil Schmidt; Wusheng Zhang; Lin Gan 0001; Haohuan Fu et al.,other; cpu; distributed,manual,high,8,10.1109/TPDS.2021.3091408,https://dblp.org/rec/journals/tpds/GaoDSZGFXLY22,,"Refactored/vectorized ReaxFF MD force kernels, ~100x faster on Sunway MPE, scaled to 21M atoms",none,,0,,
N-body / MD,Ewald summation; Poisson solver,TPDS,2022,Scaling Poisson Solvers on Many Cores via MMEwald,Mingchuan Wu; Yangjun Wu; Honghui Shang; Ying Liu 0055; Huimin Cui; Fang Li et al.,other; distributed,manual,high,0,10.1109/TPDS.2021.3127138,https://dblp.org/rec/journals/tpds/WuWSLCLDZF22,,MMEwald: scalable electrostatics/Poisson solver optimized for new-gen Sunway many-core,none,,0,,
Iterative-solver components,Ewald summation; Poisson solver,TPDS,2022,Scaling Poisson Solvers on Many Cores via MMEwald,Mingchuan Wu; Yangjun Wu; Honghui Shang; Ying Liu 0055; Huimin Cui; Fang Li et al.,other; distributed,manual,high,0,10.1109/TPDS.2021.3127138,https://dblp.org/rec/journals/tpds/WuWSLCLDZF22,,MMEwald: scalable electrostatics/Poisson solver optimized for new-gen Sunway many-core,none,,0,,
N-body / MD,bond-based peridynamics force calculation,IPDPS,2021,Redesigning Peridigm on SIMT Accelerators for High-performance Peridynamics Simulations,Xinyuan Li; Huang Ye; Jian Zhang 0070,nvidia-gpu; distributed,manual,high,8,10.1109/IPDPS49936.2021.00052,https://dblp.org/rec/conf/ipps/LiYZ21,,"Redesigns Peridigm bond-based force kernels for SIMT GPUs (thread grouping, memory coalescing), 10x over CPU/MIC.",none,,0,,
N-body / MD,Tersoff potential; inter-layer potential (ILP),SC,2021,LMFF: efficient and scalable layered materials force field on heterogeneous many-core processors,Ping Gao 0005; Xiaohui Duan; Jiaxu Guo; Jin Wang; Zhenya Song; Lizhen Cui 0001 et al.,cpu; other,manual,high,8,10.1145/3458817.3476137,https://dblp.org/rec/conf/sc/0005DGWSCMLZMLC21,,"LMFF: optimized Tersoff/ILP MD force-field kernels for layered materials, up to 330x faster on Sunway",verified,https://github.com/run-towards-the-future/LAMMPS-LMFF,7,,2021-08-27
N-body / MD,cell-list MD force computation,SC,2020,Cell-list based molecular dynamics on many-core processors: a case study on sunway TaihuLight supercomputer,Xiaohui Duan; Ping Gao 0005; Meng Zhang; Tingjian Zhang; Hongsong Meng; Yuxuan Li et al.,other; distributed,algorithmic,high,7,10.1109/SC41405.2020.00026,https://dblp.org/rec/conf/sc/Duan0ZZMLSFGXLY20,,"Cell-list based MD force kernels on Sunway SW26010, 50-170% faster than prior ports.",none,,0,,
N-body / MD,deep-potential MD force computation,SC,2020,Pushing the limit of molecular dynamics with ab initio accuracy to 100 million atoms with machine learning,Weile Jia; Han Wang 0006; Mohan Chen 0002; Denghui Lu; Lin Lin 0001; Roberto Car et al.,nvidia-gpu; distributed,manual,high,229,10.1109/SC41405.2020.00009,https://dblp.org/rec/conf/sc/JiaWCL0CEZ20,,"GPU DeePMD-kit: ML-potential MD force kernel scaled to 100M atoms, 91 PFLOPS on Summit.",none,,0,,
ML kernels (HPC-crossing),deep-potential MD force computation,SC,2020,Pushing the limit of molecular dynamics with ab initio accuracy to 100 million atoms with machine learning,Weile Jia; Han Wang 0006; Mohan Chen 0002; Denghui Lu; Lin Lin 0001; Roberto Car et al.,nvidia-gpu; distributed,manual,high,229,10.1109/SC41405.2020.00009,https://dblp.org/rec/conf/sc/JiaWCL0CEZ20,,"GPU DeePMD-kit: ML-potential MD force kernel scaled to 100M atoms, 91 PFLOPS on Summit.",none,,0,,
