venue,year,title,categories,kernels,platform,approach,confidence,cited_by,doi,one_liner,artifact_status,artifact_url,artifact_stars
TPDS,2023,LAS: Locality-Aware Scheduling for GEMM-Accelerated Convolutions in GPUs,dense_la; ml_kernels,GEMM; im2col convolution,nvidia-gpu,manual,high,13,10.1109/TPDS.2023.3247808,"LAS: locality-aware GPU thread-block scheduling for GEMM-lowered convolutions, 20% faster with tensor cores.",none,,0
TPDS,2023,Level-Based Blocking for Sparse Matrices: Sparse Matrix-Power-Vector Multiplication,sparse_la; solver_components,SpMV; sparse matrix-power-vector multiplication,cpu,algorithmic,high,15,10.1109/TPDS.2022.3223512,"RACE-based level blocking fuses sparse matrix-power-vector SpMV chains for cache reuse, up to 5x on multicore CPUs.",none,,0
TPDS,2023,NIOT: A Novel Inference Optimization of Transformers on Modern CPUs,ml_kernels; dense_la,GEMM; kernel fusion for transformer ops,cpu,autotuning,medium,9,10.1109/TPDS.2023.3269530,"NIOT: CPU Transformer inference framework searching kernel-fusion/tiling/thread configs, beats PyTorch/ONNXRuntime.",none,,0
TPDS,2023,Performance Portable Batched Sparse Linear Solvers,sparse_la; solver_components; dense_la,batched SpMV; batched CG; batched GMRES,cpu; nvidia-gpu,library,high,10,10.1109/TPDS.2023.3249110,"Kokkos Kernels performance-portable batched sparse solvers (CG/GMRES) built on batched SpMV, up to 924x vs serial.",none,,0
TPDS,2023,Redesign and Accelerate the AIREBO Bond-Order Potential on the New Sunway Supercomputer,nbody_md,AIREBO bond-order force computation; MD neighbor-list build,other,manual,high,9,10.1109/TPDS.2023.3321927,"Redesigns AIREBO bond-order MD potential kernels for Sunway many-core, ~20x speedup on a single CG",none,,0
TPDS,2023,Revisiting Core Maintenance for Dynamic Hypergraphs,graph,core decomposition; core maintenance,cpu,algorithmic,high,9,10.1109/TPDS.2023.3236669,"Sequential/parallel algorithms for dynamic hypergraph k-core maintenance under vertex updates, up to 33x faster",none,,0
TPDS,2023,Sparse Symmetric Format for Tucker Decomposition,tensor; sparse_la,S3TTMc; TTM; Tucker decomposition,cpu,algorithmic,high,3,10.1109/TPDS.2023.3263124,"New Compressed Sparse Symmetric (CSS) format + parallel algorithm for symmetric sparse TTMc, up to 2.72x speedup",none,,0
TPDS,2023,TurboMGNN: Improving Concurrent GNN Training Tasks on GPU With Fine-Grained Kernel Fusion,sparse_la; ml_kernels,SpMM; kernel fusion,nvidia-gpu,manual,high,11,10.1109/TPDS.2023.3267943,"Fine-grained SpMM-based kernel fusion across concurrent GNN training tasks on GPU, up to 2.6x speedup",none,,0
ATC,2022,Faith: An Efficient Framework for Transformer Verification on GPUs,ml_kernels,fused bound-propagation kernels,nvidia-gpu,manual,medium,0,,"Fused, hand-crafted + autotuned GPU kernels for transformer robustness verification; 2.6x avg speedup",none,,0
CGO,2022,Optimizing GPU Deep Learning Operators with Polyhedral Scheduling Constraint Injection,ml_kernels; dense_la,DNN operators; conv,nvidia-gpu,codegen,medium,7,10.1109/CGO53902.2022.9741260,"Polyhedral scheduling with constraint injection generating vectorized, coalesced GPU deep-learning operator kernels",none,,0
CGO,2022,SPNC: An Open-Source MLIR-Based Compiler for Fast Sum-Product Network Inference on CPUs and GPUs,ml_kernels,SPN inference,cpu; nvidia-gpu,codegen,medium,3,10.1109/CGO53902.2022.9741277,"MLIR compiler generating vectorized CPU/GPU sum-product-network inference kernels, orders of magnitude over libraries",none,,0
CGO,2022,Unified Compilation for Lossless Compression and Sparse Computing,sparse_la; tensor; compression,compressed tensor algebra; RLE compute kernels,cpu,codegen,high,6,10.1109/CGO53902.2022.9741282,"TACO extended to compute directly on RLE/LZ-compressed data: up to 16.3x over dense TACO, 16.1x over OpenCV",none,,0
DAC,2022,GTuner: tuning DNN computations on GPU via graph attention network,ml_kernels,DNN operator codegen (conv/matmul),nvidia-gpu,autotuning,high,10,10.1145/3489517.3530584,GAT-guided auto-tuning search finds optimal GPU code implementations for DNN computations,none,,0
DAC,2022,Glimpse: mathematical embedding of hardware specification for neural compilation,ml_kernels,DNN operator codegen,nvidia-gpu,autotuning,high,4,10.1145/3489517.3530590,Bayesian optimization embeds GPU hardware specs to guide DNN kernel code auto-tuning search,none,,0
DAC,2022,Heuristic adaptability to input dynamics for SpMM on CPUs,sparse_la,SpMM,cpu,autotuning,high,26,10.1145/3489517.3530508,Auto-tuned SpMM combining orthogonal sparsity-aware algorithm designs to adapt to input dynamics on CPU,none,,0
DAC,2022,Serpens: a high bandwidth memory based accelerator for general-purpose sparse matrix-vector multiplication,sparse_la,SpMV,fpga,manual,high,52,10.1145/3489517.3530420,"HBM-based FPGA SpMV accelerator with memory-centric engines, beats GraphLily/Sextans/K80 GPU",verified,https://github.com/UCLA-VAST/Serpens,23
DAC,2022,Shfl-BW: accelerating deep neural network inference with tensor-core aware weight pruning,ml_kernels; dense_la,sparse GEMM (tensor-core),nvidia-gpu,algorithmic,high,16,10.1145/3489517.3530588,Tensor-core-aware structured weight pruning kernels for faster DNN inference,verified,https://github.com/hgyhungry/ShflBW_Sparse_NN,0
HPDC,2022,Communication-aware Sparse Patterns for the Factorized Approximate Inverse Preconditioner,solver_components; sparse_la,FSAI preconditioner; SpMV,cpu; distributed,algorithmic,high,3,10.1145/3502181.3531472,Communication-aware FSAI preconditioner sparse patterns reducing distributed CG solve time,none,,0
HPDC,2022,TAC: Optimizing Error-Bounded Lossy Compression for Three-Dimensional Adaptive Mesh Refinement Simulations,compression; unstructured_amr,error-bounded lossy compression; AMR compression,cpu,algorithmic,medium,12,10.1145/3502181.3531458,"Dimension-aware error-bounded lossy compression for 3D AMR data, up to 3.3x better ratio",verified,https://github.com/hipdac-lab/3dAMRcomp,0
HPDC,2022,TLPGNN: A Lightweight Two-Level Parallelism Paradigm for Graph Neural Network Computation on GPU,ml_kernels; sparse_la,GNN aggregation; SpMM,nvidia-gpu,manual,high,19,10.1145/3502181.3531467,Two-level (vertex/feature) parallel GNN kernels beating DGL/GNNAdvisor/FeatGraph 3-8x,verified,https://github.com/charlifu/TLPGNN,7
HPDC,2022,Ultrafast Error-bounded Lossy Compression for Scientific Datasets,compression,error-bounded lossy compression; SZx,cpu; nvidia-gpu,algorithmic,high,33,10.1145/3502181.3531473,"SZx ultrafast error-bounded lossy compressor, 2-16x faster than SZ/ZFP on CPU and GPU",none,,0
ICS,2022,AnySeq/GPU: a novel approach for faster sequence alignment on GPUs,primitives,sequence alignment,nvidia-gpu,manual,high,13,10.1145/3524059.3532376,AnySeq/GPU: near-peak GPU sequence alignment,none,,0
ICS,2022,Bring orders into uncertainty: enabling efficient uncertain graph processing via novel path sampling on multi-accelerator systems,graph,uncertain graph processing; path sampling,nvidia-gpu,algorithmic,medium,1,10.1145/3524059.3532379,"BPGraph: multi-GPU uncertain graph processing with novel path sampling, 26x avg speedup",none,,0
ICS,2022,CEAZ: accelerating parallel I/O via hardware-algorithm co-designed adaptive lossy compression,compression,lossy compression; Huffman coding,fpga,manual,high,8,10.1145/3524059.3532362,"CEAZ: FPGA SZ-family adaptive lossy compression, 2.3x throughput / 3x ratio over prior FPGA compressor",verified,https://github.com/szcompressor/CEAZ,6
ICS,2022,Dense dynamic blocks: optimizing SpMM for processors with vector and matrix units using machine learning techniques,sparse_la,SpMM,cpu,autotuning,high,8,10.1145/3524059.3532369,Dense dynamic blocks: ML-guided SpMM using CPU vector/matrix units for highly sparse matrices,none,,0
ICS,2022,Efficient exact K-nearest neighbor graph construction for billion-scale datasets using GPUs with tensor cores,primitives; dense_la,KNN graph construction; distance matrix; top-k,nvidia-gpu,manual,high,14,10.1145/3524059.3532368,"flyKNNG: tensor-core distance matrix + on-the-fly top-k for billion-scale exact KNN graph, 4.67x",none,,0
ICS,2022,"Efficient, out-of-memory sparse MTTKRP on massively parallel architectures",tensor; sparse_la,MTTKRP,nvidia-gpu; intel-gpu,manual,high,14,10.1145/3524059.3532363,"BLCO format for out-of-memory sparse MTTKRP on GPUs, 2.1-2.6x geomean over MM-CSF",verified,https://github.com/jeewhanchoi/blocked-linearized-coordinate,7
ICS,2022,Efficiently emulating high-bitwidth computation with low-bitwidth hardware,ml_kernels; dense_la,mixed-precision emulation,nvidia-gpu,algorithmic,low,6,10.1145/3524059.3532377,Emulating high-bitwidth computation on low-bitwidth hardware (precision emulation) for DSAs/GPUs,verified,https://github.com/JohndeVostok/APE,27
ICS,2022,GAPS: GPU-acceleration of PDE solvers for wave simulation,stencil_pde,3D stencil; finite-difference wave solver,nvidia-gpu,manual,medium,10,10.1145/3524059.3532373,GAPS: GPU-accelerated finite-difference PDE solvers for wave simulation,none,,0
ICS,2022,High throughput multidimensional tridiagonal system solvers on FPGAs,solver_components,tridiagonal solver,fpga,manual,high,2,10.1145/3524059.3532371,"High-throughput multidimensional tridiagonal solver library on FPGAs, competitive with V100, 30% energy savings",none,,0
ICS,2022,MASTIFF: structure-aware minimum spanning tree/forest,graph,minimum spanning forest,cpu,algorithmic,high,2,10.1145/3524059.3532365,Structure-aware parallel minimum spanning tree/forest computation,none,,0
ICS,2022,Parallel K-clique counting on GPUs,graph,k-clique counting,nvidia-gpu,manual,high,28,10.1145/3524059.3532382,Parallel k-clique counting kernel on GPUs,verified,https://github.com/ssmoha7/KCGPU,5
ICS,2022,Seamless optimization of the GEMM kernel for task-based programming models,dense_la,GEMM,cpu,manual,high,0,10.1145/3524059.3532385,Task-based GEMM for OmpSs-2 beating MKL/AOCL,none,,0
ICS,2022,Software-defined floating-point number formats and their application to graph processing,graph,PageRank; SSSP,cpu,algorithmic,high,1,10.1145/3524059.3532360,Software-defined reduced-precision FP formats accelerating graph kernels,none,,0
ICS,2022,SparseLNR: accelerating sparse tensor computations using loop nest restructuring,sparse_la; tensor,sparse tensor algebra; SDDMM; SpMM,cpu,codegen,high,13,10.1145/3524059.3532386,Loop-nest restructuring codegen for sparse tensor algebra (TACO),verified,https://github.com/adhithadias/SparseLNR,0
ICS,2022,Toward accelerated stencil computation by adapting tensor core unit on GPU,stencil_pde,stencil,nvidia-gpu,manual,high,38,10.1145/3524059.3532392,Adapting GPU tensor cores to accelerate stencil computation,none,,0
IPDPS,2022,A Fine-grained Prefetching Scheme for DGEMM Kernels on GPU with Auto-tuning Compatibility,dense_la,GEMM; DGEMM,amd-gpu,autotuning,high,4,10.1109/IPDPS53621.2022.00089,"Fine-grained prefetching scheme for DGEMM, auto-tuned via Tensile, ~1.10x speedup on GPU",verified,https://github.com/FFFLJL/Tensile-FGPS,0
IPDPS,2022,A Framework to Exploit Data Sparsity in Tile Low-Rank Cholesky Factorization,dense_la,Cholesky factorization; TLR Cholesky,cpu; distributed,manual,high,17,10.1109/IPDPS53621.2022.00047,Tile low-rank Cholesky factorization framework (PaRSEC+HiCMA) for 3D data-sparse problems,likely,https://github.com/ecrc/hicma-x,0
IPDPS,2022,A scalable adaptive-matrix SPMV for heterogeneous architectures,sparse_la,SpMV,nvidia-gpu; cpu; distributed,manual,high,9,10.1109/IPDPS53621.2022.00011,"Hybrid adaptive-matrix SpMV (HyMV) for FEM matrices, portable across MPI/SIMD/OpenMP/CUDA",none,,0
IPDPS,2022,Accelerating Encrypted Computing on Intel GPUs,fft_spectral; dense_la,NTT; homomorphic encryption ops,intel-gpu,manual,high,27,10.1109/IPDPS53621.2022.00074,SYCL GPU backend for CKKS homomorphic encryption; NTT optimized up to 9.93x on Intel GPUs,none,,0
IPDPS,2022,Accuracy vs. Cost in Parallel Fixed-Precision Low-Rank Approximations of Sparse Matrices,dense_la; sparse_la,randomized QB factorization; LU with tournament pivoting; ILUT,cpu; distributed,algorithmic,high,0,10.1109/IPDPS53621.2022.00051,"Parallel fixed-precision low-rank approximation algorithms (RandQB, LU_CRTP, ILUT_CRTP)",none,,0
IPDPS,2022,An Efficient Vectorization Scheme for Stencil Computation,stencil_pde,3D stencil; vectorized stencil,cpu,manual,high,5,10.1109/IPDPS53621.2022.00069,Transpose-layout vectorization scheme balancing tiling locality and SIMD reuse for stencils,none,,0
IPDPS,2022,An Integral-equation-oriented Vectorized SpMV Algorithm and its Application on CT Imaging Reconstruction,sparse_la,SpMV,cpu,manual,high,1,10.1109/IPDPS53621.2022.00080,"CSCV sparse format + vectorized SpMV for CT imaging reconstruction, up to 3.7x over MKL",verified,https://github.com/sysu-compsci/cscv,1
IPDPS,2022,Asynchronous Distributed-Memory Triangle Counting and LCC with RMA Caching,graph,triangle counting; local clustering coefficient,distributed,manual,high,6,10.1109/IPDPS53621.2022.00036,"Asynchronous 1D-partitioned triangle counting/LCC with RMA caching, up to 100x vs 2020 champion",verified,https://github.com/fvella/lcc,0
IPDPS,2022,Batched sparse iterative solvers on GPU for the collision operator for fusion plasma simulations,sparse_la; solver_components,batched sparse iterative solve,nvidia-gpu; amd-gpu,library,high,10,10.1109/IPDPS53621.2022.00024,Ginkgo batched sparse iterative solvers on GPU for the fusion plasma collision operator,none,,0
IPDPS,2022,Bit-GraphBLAS: Bit-Level Optimizations of Matrix-Centric Graph Processing on GPU,sparse_la; graph,SpMV; SpGEMM; BFS,nvidia-gpu,manual,high,5,10.1109/IPDPS53621.2022.00056,Bit-Block CSR (B2SR) format; bit-level GraphBLAS SpMV/SpGEMM sped up to 6555x on GPU,likely,https://github.com/hsung2/Bit-GraphBLAS,2
IPDPS,2022,Communication-efficient Massively Distributed Connected Components,graph,connected components,distributed,manual,high,4,10.1109/IPDPS53621.2022.00037,Communication-efficient distributed connected components via contraction and low-diameter decomposition,none,,0
IPDPS,2022,Degree-Aware Kernels for Computing Jaccard Weights on GPUs,sparse_la; graph,Jaccard weight computation,nvidia-gpu; cpu,algorithmic,high,3,10.1109/IPDPS53621.2022.00092,"Degree-aware GPU Jaccard-weight kernel with ML-based work distribution, up to 35x speedup",verified,https://github.com/SU-HPC/Jaccard-ML,0
IPDPS,2022,Direct solution of larger coupled sparse/dense linear systems using low-rank compression on single-node multi-core machines in an industrial context,sparse_la; dense_la; solver_components,sparse/dense direct solve; Schur complement,cpu,algorithmic,high,3,10.1109/IPDPS53621.2022.00012,Multi-solve/multi-factorization algorithms coupling sparse/dense direct solvers with low-rank compression,none,,0
IPDPS,2022,Distributed-Memory Sparse Kernels for Machine Learning,sparse_la; ml_kernels,SDDMM; SpMM; FusedMM,distributed,algorithmic,high,0,10.1109/IPDPS53621.2022.00014,"1.5D/2.5D communication-eliding distributed SDDMM+SpMM (FusedMM) kernels, 10x+ over PETSc",verified,https://github.com/PASSIONLab/distributed_sddmm,0
IPDPS,2022,Exploiting Reduced Precision for GPU-based Time Series Mining,primitives,matrix profile,nvidia-gpu,manual,high,4,10.1109/IPDPS53621.2022.00021,"Multi-GPU multi-dimensional matrix profile with reduced precision, 54x over CPU baseline",none,,0
IPDPS,2022,Fast and High-Quality Influence Maximization on Multiple GPUs,graph,influence maximization,nvidia-gpu,algorithmic,high,3,10.1109/IPDPS53621.2022.00093,"SUPERFUSER: hash-based fused-sampling influence maximization on multiple GPUs, 6.31x speedup",none,,0
IPDPS,2022,GSpecPal: Speculation-Centric Finite State Machine Parallelization on GPUs,primitives,finite state machine parallelization,nvidia-gpu,algorithmic,high,11,10.1109/IPDPS53621.2022.00053,"GSpecPal: speculation-centric FSM parallelization on GPU, 7.2x average speedup",verified,https://github.com/l1ghtWang/GSpecPal,0
IPDPS,2022,HDagg: Hybrid Aggregation of Loop-carried Dependence Iterations in Sparse Matrix Computations,sparse_la,triangular solve; incomplete Cholesky; incomplete LU,cpu,algorithmic,high,13,10.1109/IPDPS53621.2022.00121,HDagg hybrid DAG aggregation scheduling beats MKL 3.56x on triangular-solve/ILU/IC kernels,verified,https://github.com/BehroozZare/HDagg-benchmark,6
IPDPS,2022,HTS: A Threaded Multilevel Sparse Hybrid Solver,sparse_la; solver_components,sparse hybrid solve; Schur complement,cpu,manual,high,0,10.1109/IPDPS53621.2022.00010,"HTS: threaded multilevel Schur-complement sparse hybrid solver, 2x faster than ShyLU",none,,0
IPDPS,2022,"High-order Line Graphs of Non-uniform Hypergraphs: Algorithms, Applications, and Experimental Analysis",graph; sparse_la,s-line graph expansion; SpGEMM,cpu,algorithmic,high,7,10.1109/IPDPS53621.2022.00081,"Parallel memory-efficient s-line graph expansion algorithms for hypergraphs, beats SpGEMM baselines",likely,https://github.com/pnnl/NWHypergraph,0
